Jan 28 16:48:27.967 INFO Lighthouse started                      version: Lighthouse/v1.1.0-e4b6213
Jan 29 03:16:05.001 INFO Synced                                  slot: 421878, block: 0x2d5c…e44b, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 51, service: slot_notifier
Jan 29 03:16:11.388 INFO New block received                      hash: 0x38e1…8ac5, slot: 421879
Jan 29 03:16:17.001 INFO Synced                                  slot: 421879, block: 0x38e1…8ac5, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 52, service: slot_notifier
Jan 29 03:16:24.367 INFO New block received                      hash: 0xd399…619e, slot: 421880
Jan 29 03:16:29.001 INFO Synced                                  slot: 421880, block: 0xd399…619e, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 54, service: slot_notifier
Jan 29 03:16:37.039 INFO New block received                      hash: 0xa3fe…52f6, slot: 421881
Jan 29 03:16:41.001 INFO Synced                                  slot: 421881, block: 0xa3fe…52f6, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 52, service: slot_notifier
Jan 29 03:16:48.122 INFO New block received                      hash: 0x8498…c6bc, slot: 421882
Jan 29 03:16:53.000 INFO Synced                                  slot: 421882, block: 0x8498…c6bc, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 53, service: slot_notifier
Jan 29 03:16:59.466 INFO New block received                      hash: 0x7214…9363, slot: 421883
Jan 29 03:17:05.001 INFO Synced                                  slot: 421883, block: 0x7214…9363, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 51, service: slot_notifier
Jan 29 03:17:11.507 INFO New block received                      hash: 0x7524…edf0, slot: 421884
Jan 29 03:17:17.000 INFO Synced                                  slot: 421884, block: 0x7524…edf0, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 52, service: slot_notifier
Jan 29 03:17:24.314 INFO New block received                      hash: 0x09d8…1caf, slot: 421885
Jan 29 03:17:29.001 INFO Synced                                  slot: 421885, block: 0x09d8…1caf, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 55, service: slot_notifier
Jan 29 03:17:35.479 INFO New block received                      hash: 0xabba…182b, slot: 421886
Jan 29 03:17:41.001 INFO Synced                                  slot: 421886, block: 0xabba…182b, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 50, service: slot_notifier
Jan 29 03:17:47.242 INFO New block received                      hash: 0xc101…a0b2, slot: 421887
Jan 29 03:17:53.001 INFO Synced                                  slot: 421887, block: 0xc101…a0b2, epoch: 13183, finalized_epoch: 13181, finalized_root: 0x7894…b9f4, peers: 53, service: slot_notifier
Jan 29 03:18:01.491 INFO New block received                      hash: 0x64ff…416d, slot: 421888
Jan 29 03:18:05.001 INFO Synced                                  slot: 421888, block: 0x64ff…416d, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:18:11.399 INFO New block received                      hash: 0x914d…0757, slot: 421889
Jan 29 03:18:17.001 INFO Synced                                  slot: 421889, block: 0x914d…0757, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:18:24.404 INFO New block received                      hash: 0x488f…4b54, slot: 421890
Jan 29 03:18:29.001 INFO Synced                                  slot: 421890, block: 0x488f…4b54, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 53, service: slot_notifier
Jan 29 03:18:35.322 INFO New block received                      hash: 0x9fa2…b30f, slot: 421891
Jan 29 03:18:41.001 INFO Synced                                  slot: 421891, block: 0x9fa2…b30f, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:18:48.814 INFO New block received                      hash: 0x2458…7d06, slot: 421892
Jan 29 03:18:53.001 INFO Synced                                  slot: 421892, block: 0x2458…7d06, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 53, service: slot_notifier
Jan 29 03:19:03.385 INFO New block received                      hash: 0x844d…4b7e, slot: 421893
Jan 29 03:19:05.000 INFO Synced                                  slot: 421893, block: 0x844d…4b7e, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:19:11.452 INFO New block received                      hash: 0x36b7…c3db, slot: 421894
Jan 29 03:19:17.001 INFO Synced                                  slot: 421894, block: 0x36b7…c3db, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:19:23.587 INFO New block received                      hash: 0xb43c…fe8a, slot: 421895
Jan 29 03:19:29.001 INFO Synced                                  slot: 421895, block: 0xb43c…fe8a, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 53, service: slot_notifier
Jan 29 03:19:35.327 INFO New block received                      hash: 0x2de1…ecef, slot: 421896
Jan 29 03:19:41.000 INFO Synced                                  slot: 421896, block: 0x2de1…ecef, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 53, service: slot_notifier
Jan 29 03:19:47.313 INFO New block received                      hash: 0x09a8…4238, slot: 421897
Jan 29 03:19:53.001 INFO Synced                                  slot: 421897, block: 0x09a8…4238, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 54, service: slot_notifier
Jan 29 03:19:59.586 INFO New block received                      hash: 0x5d37…a600, slot: 421898
Jan 29 03:20:05.001 INFO Synced                                  slot: 421898, block: 0x5d37…a600, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:20:11.245 INFO New block received                      hash: 0xfd63…b15a, slot: 421899
Jan 29 03:20:17.001 INFO Synced                                  slot: 421899, block: 0xfd63…b15a, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 55, service: slot_notifier
Jan 29 03:20:23.379 INFO New block received                      hash: 0xb142…2fb2, slot: 421900
Jan 29 03:20:29.000 INFO Synced                                  slot: 421900, block: 0xb142…2fb2, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 55, service: slot_notifier
Jan 29 03:20:29.826 INFO Imported deposit log(s)                 new: 1, total: 89336, latest_block: 11746548, service: eth1_rpc
Jan 29 03:20:41.001 INFO Synced                                  slot: 421901, block:    …  empty, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:20:47.395 INFO New block received                      hash: 0x3eb9…df85, slot: 421902
Jan 29 03:20:53.001 INFO Synced                                  slot: 421902, block: 0x3eb9…df85, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:20:59.525 INFO New block received                      hash: 0x2839…62f8, slot: 421903
Jan 29 03:21:05.001 INFO Synced                                  slot: 421903, block: 0x2839…62f8, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:21:11.311 INFO New block received                      hash: 0x91f0…0717, slot: 421904
Jan 29 03:21:17.000 INFO Synced                                  slot: 421904, block: 0x91f0…0717, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:21:23.236 INFO New block received                      hash: 0x6d5b…9b73, slot: 421905
Jan 29 03:21:29.001 INFO Synced                                  slot: 421905, block: 0x6d5b…9b73, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:21:41.001 INFO Synced                                  slot: 421906, block:    …  empty, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:21:41.837 INFO New block received                      hash: 0xe69b…a2e4, slot: 421906
Jan 29 03:21:47.235 INFO New block received                      hash: 0x0aab…fc93, slot: 421907
Jan 29 03:21:53.001 INFO Synced                                  slot: 421907, block: 0x0aab…fc93, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:21:59.201 INFO New block received                      hash: 0x15e6…66d2, slot: 421908
Jan 29 03:22:05.001 INFO Synced                                  slot: 421908, block: 0x15e6…66d2, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:22:11.753 INFO New block received                      hash: 0xde1f…4ee0, slot: 421909
Jan 29 03:22:17.001 INFO Synced                                  slot: 421909, block: 0xde1f…4ee0, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 52, service: slot_notifier
Jan 29 03:22:23.481 INFO New block received                      hash: 0xf57c…29dd, slot: 421910
Jan 29 03:22:29.001 INFO Synced                                  slot: 421910, block: 0xf57c…29dd, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 55, service: slot_notifier
Jan 29 03:22:35.388 INFO New block received                      hash: 0xcb55…50bc, slot: 421911
Jan 29 03:22:41.001 INFO Synced                                  slot: 421911, block: 0xcb55…50bc, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:22:47.406 INFO New block received                      hash: 0x495b…f8a2, slot: 421912
Jan 29 03:22:53.001 INFO Synced                                  slot: 421912, block: 0x495b…f8a2, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:22:59.404 INFO New block received                      hash: 0x2bb7…a478, slot: 421913
Jan 29 03:23:05.000 INFO Synced                                  slot: 421913, block: 0x2bb7…a478, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:23:11.300 INFO New block received                      hash: 0x6b82…6a54, slot: 421914
Jan 29 03:23:17.001 INFO Synced                                  slot: 421914, block: 0x6b82…6a54, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:23:24.112 INFO New block received                      hash: 0xbd4e…53bc, slot: 421915
Jan 29 03:23:29.001 INFO Synced                                  slot: 421915, block: 0xbd4e…53bc, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:23:36.793 INFO New block received                      hash: 0x0069…9714, slot: 421916
Jan 29 03:23:41.001 INFO Synced                                  slot: 421916, block: 0x0069…9714, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:23:47.474 INFO New block received                      hash: 0x7a7e…8d7f, slot: 421917
Jan 29 03:23:53.000 INFO Synced                                  slot: 421917, block: 0x7a7e…8d7f, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 51, service: slot_notifier
Jan 29 03:23:59.261 INFO New block received                      hash: 0xf6d7…af93, slot: 421918
Jan 29 03:24:05.001 INFO Synced                                  slot: 421918, block: 0xf6d7…af93, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:24:11.461 INFO New block received                      hash: 0x3e11…569b, slot: 421919
Jan 29 03:24:17.001 INFO Synced                                  slot: 421919, block: 0x3e11…569b, epoch: 13184, finalized_epoch: 13182, finalized_root: 0xcad4…317d, peers: 50, service: slot_notifier
Jan 29 03:24:25.348 INFO New block received                      hash: 0x4621…2518, slot: 421920
Jan 29 03:24:29.001 INFO Synced                                  slot: 421920, block: 0x4621…2518, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:24:35.829 INFO New block received                      hash: 0x73b1…752e, slot: 421921
Jan 29 03:24:41.000 INFO Synced                                  slot: 421921, block: 0x73b1…752e, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:24:47.872 INFO New block received                      hash: 0x4867…bbb2, slot: 421922
Jan 29 03:24:53.000 INFO Synced                                  slot: 421922, block: 0x4867…bbb2, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:24:59.639 INFO New block received                      hash: 0xdb36…123d, slot: 421923
Jan 29 03:25:05.001 INFO Synced                                  slot: 421923, block: 0xdb36…123d, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:25:11.497 INFO New block received                      hash: 0x60f8…ec02, slot: 421924
Jan 29 03:25:17.001 INFO Synced                                  slot: 421924, block: 0x60f8…ec02, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:25:23.374 INFO New block received                      hash: 0x0fe7…c457, slot: 421925
Jan 29 03:25:29.001 INFO Synced                                  slot: 421925, block: 0x0fe7…c457, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 53, service: slot_notifier
Jan 29 03:25:41.001 INFO Synced                                  slot: 421926, block:    …  empty, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:25:47.472 INFO New block received                      hash: 0xe151…0324, slot: 421927
Jan 29 03:25:53.001 INFO Synced                                  slot: 421927, block: 0xe151…0324, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:25:59.478 INFO New block received                      hash: 0x1a01…0ab9, slot: 421928
Jan 29 03:26:05.001 INFO Synced                                  slot: 421928, block: 0x1a01…0ab9, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:26:12.212 INFO New block received                      hash: 0xc9eb…f522, slot: 421929
Jan 29 03:26:17.001 INFO Synced                                  slot: 421929, block: 0xc9eb…f522, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:26:23.286 INFO New block received                      hash: 0x46f9…4de3, slot: 421930
Jan 29 03:26:29.001 INFO Synced                                  slot: 421930, block: 0x46f9…4de3, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 55, service: slot_notifier
Jan 29 03:26:35.319 INFO New block received                      hash: 0x14eb…1c7a, slot: 421931
Jan 29 03:26:41.000 INFO Synced                                  slot: 421931, block: 0x14eb…1c7a, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:26:48.221 INFO New block received                      hash: 0xde44…c69c, slot: 421932
Jan 29 03:26:53.001 INFO Synced                                  slot: 421932, block: 0xde44…c69c, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:27:00.277 INFO New block received                      hash: 0x4338…997a, slot: 421933
Jan 29 03:27:05.000 INFO Synced                                  slot: 421933, block: 0x4338…997a, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:27:11.751 INFO New block received                      hash: 0x841c…1550, slot: 421934
Jan 29 03:27:17.001 INFO Synced                                  slot: 421934, block: 0x841c…1550, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 54, service: slot_notifier
Jan 29 03:27:23.924 INFO New block received                      hash: 0xe5bb…b164, slot: 421935
Jan 29 03:27:29.001 INFO Synced                                  slot: 421935, block: 0xe5bb…b164, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 55, service: slot_notifier
Jan 29 03:27:35.623 INFO New block received                      hash: 0x89fb…0a23, slot: 421936
Jan 29 03:27:41.000 INFO Synced                                  slot: 421936, block: 0x89fb…0a23, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:27:47.324 INFO New block received                      hash: 0x1a48…0dc7, slot: 421937
Jan 29 03:27:53.000 INFO Synced                                  slot: 421937, block: 0x1a48…0dc7, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:28:00.206 INFO New block received                      hash: 0x155d…0aa7, slot: 421938
Jan 29 03:28:05.001 INFO Synced                                  slot: 421938, block: 0x155d…0aa7, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:28:11.298 INFO New block received                      hash: 0xb5f1…ef0f, slot: 421939
Jan 29 03:28:17.001 INFO Synced                                  slot: 421939, block: 0xb5f1…ef0f, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:28:23.350 INFO New block received                      hash: 0x250f…a324, slot: 421940
Jan 29 03:28:29.001 INFO Synced                                  slot: 421940, block: 0x250f…a324, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 53, service: slot_notifier
Jan 29 03:28:35.345 INFO New block received                      hash: 0x3e38…9b20, slot: 421941
Jan 29 03:28:41.001 INFO Synced                                  slot: 421941, block: 0x3e38…9b20, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:28:47.425 INFO New block received                      hash: 0x827c…ade6, slot: 421942
Jan 29 03:28:53.001 INFO Synced                                  slot: 421942, block: 0x827c…ade6, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:29:00.153 INFO New block received                      hash: 0x0cbe…c7b5, slot: 421943
Jan 29 03:29:05.001 INFO Synced                                  slot: 421943, block: 0x0cbe…c7b5, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:29:11.430 INFO New block received                      hash: 0xf9e2…2fdb, slot: 421944
Jan 29 03:29:17.001 INFO Synced                                  slot: 421944, block: 0xf9e2…2fdb, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 51, service: slot_notifier
Jan 29 03:29:22.834 INFO New block received                      hash: 0xc8d7…4d2e, slot: 421945
Jan 29 03:29:29.001 INFO Synced                                  slot: 421945, block:    …  empty, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:29:31.483 INFO Processed block                         block: 0xc8d7…4d2e, service: sync
Jan 29 03:29:35.326 INFO New block received                      hash: 0x6ce5…cfed, slot: 421946
Jan 29 03:29:41.001 INFO Synced                                  slot: 421946, block: 0x6ce5…cfed, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:29:47.553 INFO New block received                      hash: 0x1b95…3b7b, slot: 421947
Jan 29 03:29:53.000 INFO Synced                                  slot: 421947, block: 0x1b95…3b7b, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:29:59.410 INFO New block received                      hash: 0x4d30…4728, slot: 421948
Jan 29 03:30:05.001 INFO Synced                                  slot: 421948, block: 0x4d30…4728, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:30:11.472 INFO New block received                      hash: 0x3adb…980f, slot: 421949
Jan 29 03:30:17.001 INFO Synced                                  slot: 421949, block: 0x3adb…980f, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:30:23.310 INFO New block received                      hash: 0x60e8…c891, slot: 421950
Jan 29 03:30:29.001 INFO Synced                                  slot: 421950, block: 0x60e8…c891, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 52, service: slot_notifier
Jan 29 03:30:41.000 INFO Synced                                  slot: 421951, block:    …  empty, epoch: 13185, finalized_epoch: 13183, finalized_root: 0xd981…7bab, peers: 50, service: slot_notifier
Jan 29 03:30:50.740 INFO New block received                      hash: 0x2d66…841c, slot: 421952
Jan 29 03:30:53.001 INFO Synced                                  slot: 421952, block: 0x2d66…841c, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:30:59.827 INFO New block received                      hash: 0x52ca…11ef, slot: 421953
Jan 29 03:31:05.001 INFO Synced                                  slot: 421953, block: 0x52ca…11ef, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:31:11.273 INFO New block received                      hash: 0xeac4…da4d, slot: 421954
Jan 29 03:31:17.001 INFO Synced                                  slot: 421954, block: 0xeac4…da4d, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 52, service: slot_notifier
Jan 29 03:31:23.914 INFO New block received                      hash: 0xbc76…043d, slot: 421955
Jan 29 03:31:29.001 INFO Synced                                  slot: 421955, block: 0xbc76…043d, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 55, service: slot_notifier
Jan 29 03:31:36.364 INFO New block received                      hash: 0x9b58…9625, slot: 421956
Jan 29 03:31:41.001 INFO Synced                                  slot: 421956, block: 0x9b58…9625, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:31:47.427 INFO New block received                      hash: 0xeb96…9ad4, slot: 421957
Jan 29 03:31:53.001 INFO Synced                                  slot: 421957, block: 0xeb96…9ad4, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 54, service: slot_notifier
Jan 29 03:31:59.402 INFO New block received                      hash: 0x4e5c…da39, slot: 421958
Jan 29 03:32:05.000 INFO Synced                                  slot: 421958, block: 0x4e5c…da39, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:32:12.421 INFO New block received                      hash: 0xf3cf…850c, slot: 421959
Jan 29 03:32:17.001 INFO Synced                                  slot: 421959, block: 0xf3cf…850c, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 52, service: slot_notifier
Jan 29 03:32:23.924 INFO New block received                      hash: 0xfa1a…506f, slot: 421960
Jan 29 03:32:29.001 INFO Synced                                  slot: 421960, block: 0xfa1a…506f, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 52, service: slot_notifier
Jan 29 03:32:36.415 INFO New block received                      hash: 0x0af6…eed3, slot: 421961
Jan 29 03:32:41.000 INFO Synced                                  slot: 421961, block: 0x0af6…eed3, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:32:47.952 INFO New block received                      hash: 0xdd39…8be6, slot: 421962
Jan 29 03:32:53.001 INFO Synced                                  slot: 421962, block: 0xdd39…8be6, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 53, service: slot_notifier
Jan 29 03:32:59.512 INFO New block received                      hash: 0xab2a…8d6c, slot: 421963
Jan 29 03:33:05.001 INFO Synced                                  slot: 421963, block: 0xab2a…8d6c, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:33:11.553 INFO New block received                      hash: 0xe204…2c25, slot: 421964
Jan 29 03:33:17.001 INFO Synced                                  slot: 421964, block: 0xe204…2c25, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:33:23.493 INFO New block received                      hash: 0xc993…330b, slot: 421965
Jan 29 03:33:29.000 INFO Synced                                  slot: 421965, block: 0xc993…330b, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:33:36.035 INFO New block received                      hash: 0xf022…57bb, slot: 421966
Jan 29 03:33:41.001 INFO Synced                                  slot: 421966, block: 0xf022…57bb, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:33:47.642 INFO New block received                      hash: 0x2ef9…b740, slot: 421967
Jan 29 03:33:53.001 INFO Synced                                  slot: 421967, block: 0x2ef9…b740, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:33:59.577 INFO New block received                      hash: 0x96b4…eb7a, slot: 421968
Jan 29 03:34:05.001 INFO Synced                                  slot: 421968, block: 0x96b4…eb7a, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:34:11.501 INFO New block received                      hash: 0x91b1…cc5c, slot: 421969
Jan 29 03:34:17.000 INFO Synced                                  slot: 421969, block: 0x91b1…cc5c, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:34:23.219 INFO New block received                      hash: 0x7851…11f7, slot: 421970
Jan 29 03:34:29.001 INFO Synced                                  slot: 421970, block: 0x7851…11f7, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:34:35.377 INFO New block received                      hash: 0x2bdf…92d2, slot: 421971
Jan 29 03:34:41.000 INFO Synced                                  slot: 421971, block: 0x2bdf…92d2, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 53, service: slot_notifier
Jan 29 03:34:47.321 INFO New block received                      hash: 0x4b5f…bcba, slot: 421972
Jan 29 03:34:53.000 INFO Synced                                  slot: 421972, block: 0x4b5f…bcba, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 55, service: slot_notifier
Jan 29 03:34:59.254 INFO New block received                      hash: 0xb09b…655d, slot: 421973
Jan 29 03:35:05.001 INFO Synced                                  slot: 421973, block: 0xb09b…655d, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 51, service: slot_notifier
Jan 29 03:35:11.280 INFO New block received                      hash: 0xf4f0…492d, slot: 421974
Jan 29 03:35:17.000 INFO Synced                                  slot: 421974, block: 0xf4f0…492d, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 54, service: slot_notifier
Jan 29 03:35:23.502 INFO New block received                      hash: 0x2f7d…954f, slot: 421975
Jan 29 03:35:29.001 INFO Synced                                  slot: 421975, block: 0x2f7d…954f, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 55, service: slot_notifier
Jan 29 03:35:35.280 INFO New block received                      hash: 0x5798…b84a, slot: 421976
Jan 29 03:35:41.001 INFO Synced                                  slot: 421976, block: 0x5798…b84a, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 52, service: slot_notifier
Jan 29 03:35:49.839 INFO New block received                      hash: 0xbee8…1abc, slot: 421977
Jan 29 03:35:53.001 INFO Synced                                  slot: 421977, block: 0xbee8…1abc, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 52, service: slot_notifier
Jan 29 03:36:00.439 INFO New block received                      hash: 0x4800…a595, slot: 421978
Jan 29 03:36:05.001 INFO Synced                                  slot: 421978, block: 0x4800…a595, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:36:12.806 INFO New block received                      hash: 0x94a7…1f0f, slot: 421979
Jan 29 03:36:17.001 INFO Synced                                  slot: 421979, block: 0x94a7…1f0f, epoch: 13186, finalized_epoch: 13184, finalized_root: 0x64ff…416d, peers: 50, service: slot_notifier
Jan 29 03:36:24.811 INFO New block received                      hash: 0x3c7c…dd61, slot: 421980
